sales_month,sku,monthly_units_sum,month,monthly_sales,l15day_sales,l7day_sales,monthly_sales_bb,l15day_sales_bb,l7day_sales_bb,monthly_orders_bb,l15day_orders_bb,l7day_orders_bb,monthly_orders,l15day_orders,l7day_orders,monthly_units_ordered,l15day_units_ordered,l7day_units_ordered,monthly_units_ordered_bb,l15day_units_ordered_bb,l7day_units_ordered_bb,mon_unit_session_per_bb,l15day_unit_session_per_bb,l7day_unit_session_per_bb,mon_sessions,l15day_sessions,l7day_sessions,mon_page_views,l15day_page_views,l7day_page_views,rec_bb_per,monthly_bb_per,l15day_bb_per,l7day_bb_per,monthly_pv_per,l15day_pv_per,l7day_pv_per,rec_rank,rec_merc_listings,rec_fba_listing,old_rank,old_merc_listings,old_fba_listing,avg_rank_l15,avg_rank_monthly,avg_rank_f15,avg_merc_listings_l15,avg_merc_listings_f15,avg_merc_listings_monthly,avg_fbalistings_listings_l15,avg_fbalistings_listings_f15,avg_fbalistings_monthly,category,category_o
5,FBA-3023-0017,44,4,673.56,408.65,157.92,9.1,0,0,1,0,0,68,39,15,68,39,15,1,0,0,2.86,0,0,855,440,192,1128,594,252,10,72.84,51.4,23.64,0.0176,0.0088,0.0036,10542,0,0,6957,0,0,4155.1785714,7779.3928571,3624.2142857,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0017,21,5,409.57,172.7,92.8,0,0,0,0,0,0,42,16,8,44,18,10,0,0,0,0,0,0,501,200,93,641,256,114,0,29.705882353,9.4705882353,1.7647058824,0.0147058824,0.0058823529,0.0029411765,7722,0,0,7732,0,0,3071.2592593,6755.0740741,3683.8148148,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0017,25,6,194.88,37.12,18.56,0,0,0,0,0,0,21,4,2,21,4,2,0,0,0,0,0,0,403,151,70,534,186,80,0,25.416666667,0,0,0.0166666667,0.0058333333,0.0025,3929,0,0,7798,0,0,3128.4230769,6901.6153846,3773.1923077,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0018,108,3,2063.38,1246.3,523.9,8.6,0,0,1,0,0,233,140,59,240,145,61,1,0,0,0.9,0,0,3352,1600,729,4566,2222,1041,35,34.548387097,14.258064516,6.6451612903,0.0619354839,0.0296774194,0.0138709677,2488,0,0,1895,0,0,897.1,1844.0666667,946.96666667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0018,350,4,920.6,228.15,202.8,8.55,0,0,1,0,0,106,26,23,108,27,24,1,0,0,0.73,0,0,2070,607,323,2846,828,446,19,20,9.3333333333,9.3333333333,0.0547619048,0.0152380952,0.0085714286,2223,0,0,2117,0,0,960.35714286,2064.3214286,1103.9642857,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0018,94,5,3225.75,1626.01,829.17,8.45,0,0,1,0,0,341,162,80,350,166,83,1,0,0,1.23,0,0,2587,1162,475,3556,1608,651,0,76.032258065,38.483870968,19.064516129,0.0474193548,0.0225806452,0.01,3584,0,0,2492,0,0,1136.4814815,2380.7407407,1244.2592593,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0018,60,6,913.69,45.6,0,0,0,0,0,0,0,94,5,0,94,5,0,0,0,0,0,0,0,1422,387,0,1965,542,0,0,44.222222222,0,0,0.045,0.0138888889,0,2457,0,0,2748,0,0,1391.8846154,2850.2307692,1458.3461538,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0019,235,3,1930.42,1450.61,19.19,18.12,18.12,0,1,1,0,204,151,2,213,160,2,2,2,0,2.5,2.5,0,1494,788,194,2068,1078,274,4,48.5,31.388888889,0.3333333333,0.0483333333,0.025,0.0061111111,1215,0,0,4005,0,0,903.3,2728.7666667,1825.4666667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0019,21,6,63.77,54.66,9.11,0,0,0,0,0,0,7,6,1,7,6,1,0,0,0,0,0,0,248,212,33,313,266,41,0,1.8333333333,0,0,0.0233333333,0.02,0.0033333333,5616,0,0,9739,0,0,3381.6923077,6914.4230769,3532.7307692,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0020,51,3,350.43,170.9,81.74,0,0,0,0,0,0,45,23,11,47,23,11,0,0,0,0,0,0,406,230,97,582,323,130,0,33.722222222,16.055555556,8,0.0122222222,0.0066666667,0.0027777778,6495,0,0,7088,0,0,2698.9666667,6507.8,3808.8333333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0020,46,4,378.93,245.19,37.15,0,0,0,0,0,0,41,23,5,51,33,5,0,0,0,0,0,0,361,143,30,483,183,43,21,32.368421053,13.368421053,1.1052631579,0.0110526316,0.0042105263,0.0010526316,5813,0,0,6952,0,0,3940.6785714,8012.0714286,4071.3928571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0020,31,5,342.92,157.17,44.94,0,0,0,0,0,0,45,21,6,46,21,6,0,0,0,0,0,0,390,160,39,527,212,44,27,28.583333333,15.416666667,4.7916666667,0.0091666667,0.00375,0.0008333333,7871,0,0,7462,0,0,3125.8888889,8093.1851852,4967.2962963,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0020,25,6,232.19,82.39,22.47,0,0,0,0,0,0,31,11,3,31,11,3,0,0,0,0,0,0,320,115,48,444,163,71,86,47.944444444,18.722222222,4.7777777778,0.01,0.0038888889,0.0016666667,7024,0,0,7062,0,0,5099.7692308,8526.0384615,3426.2692308,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0021,19,3,186.35,97.09,52.94,0,0,0,0,0,0,21,11,6,21,11,6,0,0,0,0,0,0,127,62,35,166,83,49,58,87.411764706,36.882352941,18.470588235,0.0029411765,0.0023529412,0.0017647059,19073,0,0,14155,0,0,12892.233333,24668.133333,11775.9,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0021,14,4,168.93,88.43,35.33,0,0,0,0,0,0,16,10,4,19,10,4,0,0,0,0,0,0,69,45,20,76,52,23,67,81.583333333,55.166666667,27.583333333,0,0,0,36363,0,0,25834,0,0,12939.285714,29226.214286,16286.928571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0021,9,5,124.17,27.77,18.88,0,0,0,0,0,0,13,3,2,14,3,2,0,0,0,0,0,0,56,11,6,67,12,7,0,65.1,10,10,0,0,0,22709,0,0,31894,0,0,13709.962963,27461.777778,13751.814815,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0021,14,6,88.19,39.34,39.34,0,0,0,0,0,0,7,4,4,9,4,4,0,0,0,0,0,0,37,22,22,43,25,25,100,85.714285714,57.142857143,57.142857143,0.0014285714,0.0014285714,0.0014285714,44367,0,0,34973,0,0,19733.423077,34037.269231,14303.846154,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0022,20,3,74.24,37.28,18.78,0,0,0,0,0,0,8,4,2,8,4,2,0,0,0,0,0,0,65,44,32,72,47,35,100,62.25,25.75,12.5,0.0025,0.0025,0.0025,78352,0,0,31301,0,0,21809.466667,49783.966667,27974.5,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0022,24,4,188.16,56.34,37.48,0,0,0,0,0,0,20,6,4,20,6,4,0,0,0,0,0,0,91,24,6,113,27,6,100,91.666666667,33.333333333,16.666666667,0.0016666667,0.0008333333,0,53532,0,0,40675,0,0,30089.785714,51077.642857,20987.857143,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0022,8,5,221.6,129.32,46.05,9.21,9.21,0,1,1,0,23,13,4,24,14,5,1,1,0,7.69,7.69,0,151,76,11,178,85,13,50,79.625,42.25,6.875,0.003125,0.00125,0,54206,0,0,25260,0,0,13750.740741,38413.148148,24662.407407,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0023,95,3,255.03,245.8,115.99,0,0,0,0,0,0,34,33,16,35,34,16,0,0,0,0,0,0,395,370,174,529,495,234,0,65.272727273,65.272727273,35.363636364,0.02,0.0181818182,0.0090909091,10435,0,0,7379,0,0,3475.4,8576.9666667,5101.5666667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0023,57,4,735.38,435.25,270.59,0,0,0,0,0,0,94,56,35,95,56,35,0,0,0,0,0,0,1013,499,260,1257,628,321,97,81.034482759,47.413793103,21.931034483,0.0175862069,0.0089655172,0.004137931,12566,0,0,9833,0,0,4804.3571429,9086.6071429,4282.25,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0024,28,3,255.45,124.45,39.3,0,0,0,0,0,0,37,17,6,39,19,6,0,0,0,0,0,0,288,129,59,364,168,73,33,28.75,12.95,4.1,0.0085,0.0045,0.002,10011,0,0,11117,0,0,5201.3,10667.266667,5465.9666667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0024,6,4,183.4,45.85,13.1,0,0,0,0,0,0,26,7,2,28,7,2,0,0,0,0,0,0,273,59,14,372,73,16,12,28.176470588,6.7058823529,0.7058823529,0.01,0.0023529412,0.0005882353,10642,0,0,7150,0,0,6502.8214286,11614.321429,5111.5,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0024,30,5,39.3,6.55,0,0,0,0,0,0,0,6,1,0,6,1,0,0,0,0,0,0,0,42,12,0,55,15,0,0,24.666666667,0,0,0.01,0.0033333333,0,15345,0,0,9774,0,0,6171.2592593,13081.185185,6909.9259259,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0024,12,6,199.88,160.88,88.89,6.49,6.49,0,1,1,0,30,24,13,30,24,13,1,1,0,20,20,0,168,119,43,220,162,61,78,62.8125,55.25,23.1875,0.00625,0.005,0.0025,13052,0,0,11181,0,0,8102.6538462,13895.076923,5792.4230769,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0025,19,3,120.82,80.56,26.88,0,0,0,0,0,0,14,8,4,18,12,4,0,0,0,0,0,0,74,51,20,80,56,23,100,88.333333333,57.75,24.416666667,0.0008333333,0.0008333333,0.0008333333,32050,0,0,24163,0,0,19323.633333,40100.8,20777.166667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0025,18,4,128.59,53.92,20.13,0,0,0,0,0,0,16,7,2,19,8,3,0,0,0,0,0,0,54,23,4,67,30,8,100,82.818181818,36.272727273,9.0909090909,0,0,0,47478,0,0,53828,0,0,20047.714286,40057.178571,20009.464286,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0025,21,5,120.78,80.52,60.39,0,0,0,0,0,0,18,12,9,18,12,9,0,0,0,0,0,0,67,39,23,84,49,27,0,72.866666667,38.2,24,0.002,0.0013333333,0.0006666667,29722,0,0,39673,0,0,18924.407407,46515.444444,27591.037037,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0025,2,6,141.11,100.85,60.59,0,0,0,0,0,0,16,10,5,21,15,9,0,0,0,0,0,0,48,27,12,64,36,17,0,67.181818182,29.727272727,17.181818182,0.0009090909,0.0009090909,0,17253,0,0,26525,0,0,20253.5,46318.038462,26064.538462,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0026,50,3,368.22,170.64,80.82,0,0,0,0,0,0,41,19,9,41,19,9,0,0,0,0,0,0,733,378,161,863,430,184,31,41.846153846,18,7.4230769231,0.0138461538,0.0069230769,0.0026923077,13962,0,0,10751,0,0,5584.4666667,10831.766667,5247.3,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0026,31,4,449,233.48,89.8,0,0,0,0,0,0,49,26,10,50,26,10,0,0,0,0,0,0,750,332,126,974,436,161,32,41.75,24.416666667,9.2916666667,0.01625,0.0070833333,0.0025,11128,0,0,7359,0,0,4342.4285714,8868.8214286,4526.3928571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0026,8,5,278.4,35.94,9,0,0,0,0,0,0,31,4,1,31,4,1,0,0,0,0,0,0,431,73,13,569,114,16,0,38.333333333,6.4666666667,0,0.016,0.0033333333,0.0006666667,15279,0,0,9731,0,0,4841.7037037,9787.6666667,4945.962963,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0026,16,6,72,45,27,0,0,0,0,0,0,8,5,3,8,5,3,0,0,0,0,0,0,136,90,47,170,113,59,0,0,0,0,0.01,0.0066666667,0.0033333333,11997,0,0,10773,0,0,6476.6153846,11999.192308,5522.5769231,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0027,12,3,209.46,49.78,39.8,0,0,0,0,0,0,21,5,4,21,5,4,0,0,0,0,0,0,422,117,85,509,138,99,43,42.666666667,8.4,8.4,0.0146666667,0.004,0.0026666667,24365,0,0,23731,0,0,9255.8333333,18696.233333,9440.4,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0027,29,4,118.08,39.32,19.66,0,0,0,0,0,0,12,4,2,12,4,2,0,0,0,0,0,0,234,80,32,288,101,35,0,22.222222222,0,0,0.0122222222,0.0044444444,0.0022222222,23384,0,0,19462,0,0,11465.678571,22639.642857,11173.964286,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0027,46,5,284.23,196,68.6,0,0,0,0,0,0,28,19,7,29,20,7,0,0,0,0,0,0,275,203,97,331,248,117,52,51.6875,44.375,20.125,0.01,0.0075,0.00375,15201,0,0,24975,0,0,7441.037037,17805.148148,10364.111111,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0027,26,6,454.76,257.59,69.44,0,0,0,0,0,0,45,25,7,46,26,7,0,0,0,0,0,0,512,293,91,613,361,112,78,59.65,34.35,15.45,0.0115,0.007,0.002,15818,0,0,14032,0,0,6215.6153846,14160.038462,7944.4230769,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0028,46,3,88.1,88.1,88.1,0,0,0,0,0,0,10,10,10,10,10,10,0,0,0,0,0,0,183,183,183,230,230,230,61,47.8,47.8,47.8,0.02,0.02,0.02,11289,0,0,7651,0,0,5895.7666667,10670.866667,4775.1,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0028,28,4,405.5,211.68,79.29,0,0,0,0,0,0,44,23,9,46,24,9,0,0,0,0,0,0,808,390,176,960,445,199,39,52.708333333,34.041666667,12.25,0.0158333333,0.0066666667,0.0029166667,9081,0,0,8976,0,0,7095.8214286,11547,4451.1785714,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0028,8,5,246.68,140.96,88.1,0,0,0,0,0,0,28,16,10,28,16,10,0,0,0,0,0,0,429,272,103,543,341,123,0,39.705882353,23.941176471,10.705882353,0.0135294118,0.0088235294,0.0035294118,11788,0,0,15436,0,0,5747.6666667,14927.333333,9179.6666667,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0029,228,3,6765.67,3703.89,1778.21,26.74,0,0,2,0,0,498,273,132,506,277,133,2,0,0,1.8,0,0,3827,1799,859,5050,2384,1135,46,60.806451613,25.838709677,11.129032258,0.0690322581,0.0325806452,0.015483871,1390,0,0,1625,0,0,791.06666667,1513.1666667,722.1,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0029,247,4,3035.43,1262.55,558.18,0,0,0,0,0,0,224,94,41,228,95,42,0,0,0,0,0,0,2858,1251,607,3731,1577,768,35,41.833333333,24.166666667,9.8,0.05,0.0206666667,0.0096666667,2894,0,0,1524,0,0,1209.9285714,2324.4285714,1114.5,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0029,215,5,3296.2,2139.97,1036.62,13.29,13.29,13.29,1,1,1,243,156,77,247,160,78,1,1,1,0.96,0.96,0.96,2824,1350,623,3780,1811,801,0,36.266666667,18.233333333,7.7333333333,0.052,0.0253333333,0.0123333333,1495,0,0,3136,0,0,561.88888889,1717.6296296,1155.7407407,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0029,235,6,2865.6,957.93,466.2,26.58,0,0,2,0,0,213,72,35,215,72,35,2,0,0,1.76,0,0,2868,1257,512,3674,1583,669,21,38.896551724,14.448275862,5.724137931,0.0517241379,0.0234482759,0.0103448276,2317,0,0,1060,0,0,1269.2307692,2124.5384615,855.30769231,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0030,2,3,9.25,9.25,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,17,17,0,17,17,0,0,0,0,0,0.01,0.01,0,54543,0,0,37923,0,0,21694.133333,49545.066667,27850.933333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0030,8,4,18.5,18.5,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,41,41,0,43,43,0,0,0,0,0,0.01,0.01,0,54657,0,0,68650,0,0,23842.142857,50627.714286,26785.571429,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0030,7,5,74,46.25,0,0,0,0,0,0,0,8,5,0,8,5,0,0,0,0,0,0,0,91,40,0,106,46,0,91,50.833333333,37.333333333,0,0.0083333333,0.0033333333,0,63684,0,0,37588,0,0,20831.925926,48101.777778,27269.851852,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0030,10,6,65.82,47.01,18.84,0,0,0,0,0,0,7,5,2,7,5,2,0,0,0,0,0,0,132,103,34,155,121,37,79,73,49,21.142857143,0.0085714286,0.0071428571,0.0028571429,43431,0,0,75083,0,0,28420.807692,60027.807692,31607,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0031,11,3,18.23,9.05,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,45,15,0,48,17,0,0,0,0,0,0.01,0.005,0,27045,0,0,40739,0,0,19895.5,42325.566667,22430.066667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0031,20,4,99.56,45.26,9.06,0,0,0,0,0,0,10,5,1,11,5,1,0,0,0,0,0,0,147,62,11,165,68,13,62,56.333333333,35.222222222,6.8888888889,0.0077777778,0.0033333333,0,34433,0,0,23082,0,0,18658.464286,37598.964286,18940.5,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0031,16,5,181.2,63.42,36.24,0,0,0,0,0,0,20,7,4,20,7,4,0,0,0,0,0,0,238,85,43,285,106,50,77,64.235294118,28.588235294,16.058823529,0.0076470588,0.0023529412,0.0011764706,32736,0,0,54615,0,0,14112.814815,32293.444444,18180.62963,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0031,3,6,144.96,90.6,36.24,0,0,0,0,0,0,16,10,4,16,10,4,0,0,0,0,0,0,190,125,43,216,140,50,48,61.4,38.2,12.9,0.009,0.006,0.002,58108,0,0,37882,0,0,18391.5,35108.807692,16717.307692,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0032,17,3,20.73,20.73,20.73,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,23,23,23,28,28,28,46,46,46,46,0.01,0.01,0.01,20834,0,0,12694,0,0,8089.5333333,15985.966667,7896.4333333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0032,4,4,117.47,62.19,0,0,0,0,0,0,0,17,9,0,17,9,0,0,0,0,0,0,0,212,104,0,248,117,0,35,50.25,24.083333333,0,0.0091666667,0.0041666667,0,13437,0,0,17470,0,0,9398.9642857,21197.928571,11798.964286,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0032,13,5,27.64,13.82,13.82,0,0,0,0,0,0,4,2,2,4,2,2,0,0,0,0,0,0,62,17,17,79,19,19,0,0,0,0,0.0075,0.0025,0.0025,12549,0,0,22057,0,0,6963.2592593,17123.925926,10160.666667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0032,17,6,91.16,91.16,49.22,0,0,0,0,0,0,13,13,7,13,13,7,0,0,0,0,0,0,174,174,85,198,198,96,100,68,68,37.2,0.01,0.01,0.005,19922,0,0,18000,0,0,12897.461538,20674.807692,7777.3461538,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0033,1,3,40.92,23.58,7.86,0,0,0,0,0,0,5,3,1,5,3,1,0,0,0,0,0,0,19,16,5,25,22,9,100,80,60,20,0,0,0,76830,0,0,65663,0,0,37238.066667,85252.033333,48013.966667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0033,6,4,7.75,7.75,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30079,0,0,91250,0,0,27738.392857,72337.178571,44598.785714,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0033,4,5,47.4,31.42,15.46,0,0,0,0,0,0,6,4,2,6,4,2,0,0,0,0,0,0,17,10,3,29,17,4,100,66.666666667,33.333333333,16.666666667,0,0,0,93902,0,0,32477,0,0,37891.185185,72012.777778,34121.592593,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0033,3,6,30.92,7.73,0,0,0,0,0,0,0,4,1,0,4,1,0,0,0,0,0,0,0,11,3,0,11,3,0,100,75,25,0,0,0,0,138117,0,0,103875,0,0,56872.846154,96752.307692,39879.461538,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0034,12,3,141.8,56.72,0,0,0,0,0,0,0,19,8,0,20,8,0,0,0,0,0,0,0,138,71,0,178,92,0,100,92.307692308,38.461538462,0,0.0069230769,0.0038461538,0,88162,0,0,98128,0,0,20336.6,49047.4,28710.8,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0034,17,4,85.08,63.81,21.27,0,0,0,0,0,0,11,8,3,12,9,3,0,0,0,0,0,0,45,32,13,62,46,23,0,90,60,20,0.001,0.001,0.001,49402,0,0,92014,0,0,23946.035714,57499.214286,33553.178571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0034,34,5,120.44,35.43,0,0,0,0,0,0,0,17,5,0,17,5,0,0,0,0,0,0,0,68,19,0,99,31,0,100,90.384615385,30.769230769,0,0.0007692308,0,0,103423,0,0,33450,0,0,26863.62963,50714.407407,23850.777778,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0036,55,3,730.26,323.48,135.65,10.46,10.46,10.46,1,1,1,59,24,11,70,31,13,1,1,1,3.45,3.45,3.45,846,391,224,1086,509,302,56,54,24.851851852,15.592592593,0.017037037,0.0081481481,0.0048148148,20756,0,0,13759,0,0,8705.5,16394.7,7689.2,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0036,40,4,580.9,256.18,192.39,10.6,10.6,0,1,1,0,48,24,18,55,24,18,1,1,0,2.94,2.94,0,741,310,189,940,394,239,48,53.52,25.96,20.04,0.016,0.0068,0.004,20036,0,0,16284,0,0,8689.6071429,17953.142857,9263.5357143,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0036,52,5,424.4,201.78,116.82,0,0,0,0,0,0,38,18,10,40,19,11,0,0,0,0,0,0,519,221,82,684,301,106,0,29.636363636,12.409090909,4.8636363636,0.0127272727,0.0063636364,0.0022727273,17569,0,0,20537,0,0,8507.5925926,20306.888889,11799.296296,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0036,24,6,552.36,254.92,84.96,0,0,0,0,0,0,47,22,7,52,24,8,0,0,0,0,0,0,549,244,86,735,335,122,8,44.391304348,18.086956522,3.0434782609,0.012173913,0.0056521739,0.002173913,14139,0,0,12967,0,0,9615.6923077,17173.961538,7558.2692308,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0037,17,3,115.39,31.47,10.49,0,0,0,0,0,0,11,3,1,11,3,1,0,0,0,0,0,0,145,57,18,190,79,27,15,24.5,6.75,1.875,0.01,0.00375,0.00125,25464,0,0,24913,0,0,13986.633333,27216.4,13229.766667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0037,18,4,178.33,104.9,52.45,10.49,0,0,1,0,0,17,10,5,17,10,5,1,0,0,4.35,0,0,260,147,69,330,195,94,41,18.583333333,13.833333333,9.3333333333,0.0116666667,0.0066666667,0.0033333333,15738,0,0,34640,0,0,11923.642857,25440.428571,13516.785714,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0037,8,5,188.82,62.94,20.98,0,0,0,0,0,0,18,6,2,18,6,2,0,0,0,0,0,0,250,74,26,341,89,30,0,12.769230769,1.7692307692,0,0.0107692308,0.0030769231,0.0007692308,17117,0,0,15258,0,0,10386,21541.37037,11155.37037,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0037,29,6,84.92,63.94,63.94,0,0,0,0,0,0,8,6,6,8,6,6,0,0,0,0,0,0,87,63,63,109,79,79,81,34.333333333,34.333333333,34.333333333,0.01,0.0066666667,0.0066666667,20887,0,0,10133,0,0,12513.846154,20279.038462,7765.1923077,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0038,44,3,427.01,287.99,129.09,9.93,9.93,0,1,1,0,41,27,12,43,29,13,1,1,0,5,5,0,301,210,109,395,271,137,45,49.5,31.181818182,16,0.0077272727,0.0054545455,0.0031818182,29437,0,0,17864,0,0,9730.4666667,25402.333333,15671.866667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0038,23,4,436.95,168.81,99.3,0,0,0,0,0,0,38,14,8,44,17,10,0,0,0,0,0,0,284,97,51,381,129,68,87,40.3,15.2,7.5,0.009,0.003,0.0015,19804,0,0,17807,0,0,11235,21217.821429,9982.8214286,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0038,19,5,228.43,39.72,9.93,0,0,0,0,0,0,21,4,1,23,4,1,0,0,0,0,0,0,138,24,0,184,31,0,0,31.5,0,0,0.0066666667,0.0008333333,0,15115,0,0,15541,0,0,10969.074074,24554.444444,13585.37037,0,0,,0,0,,Pet Products,Pet Products
7,FBA-3023-0038,23,6,188.69,168.82,109.24,0,0,0,0,0,0,19,17,11,19,17,11,0,0,0,0,0,0,109,99,56,142,127,66,44,44.272727273,43.636363636,31.727272727,0.0054545455,0.0045454545,0.0018181818,23675,0,0,15237,0,0,15218.076923,25765,10546.923077,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0039,2,4,36.6,27.45,9.15,0,0,0,0,0,0,4,3,1,4,3,1,0,0,0,0,0,0,53,32,17,62,35,18,0,0,0,0,0.01,0.0066666667,0.0033333333,17396,0,0,44582,0,0,10333.285714,22147.642857,11814.357143,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0039,3,5,18.3,18.3,9.15,0,0,0,0,0,0,2,2,1,2,2,1,0,0,0,0,0,0,28,28,10,43,43,11,0,0,0,0,0.01,0.01,0.005,24746,0,0,23940,0,0,10419.62963,23551.851852,13132.222222,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0041,99,3,279.4,139.04,55.44,0,0,0,0,0,0,29,15,6,30,15,6,0,0,0,0,0,0,175,81,43,218,106,51,40,52.823529412,22.117647059,10.235294118,0.0047058824,0.0023529412,0.0011764706,16110,0,0,25104,0,0,12974.7,29284.366667,16309.666667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-3023-0041,34,4,939.81,304.04,159.61,10.24,0,0,1,0,0,92,31,16,99,31,16,1,0,0,7.14,0,0,440,149,81,585,200,105,100,73.777777778,46.037037037,25.777777778,0.0081481481,0.0022222222,0.0014814815,24428,0,0,35482,0,0,9956.3214286,17211.392857,7255.0714286,0,0,,0,0,,Pet Products,Pet Products
6,FBA-3023-0041,14,5,321.85,129.4,73.96,0,0,0,0,0,0,34,14,8,34,14,8,0,0,0,0,0,0,157,85,46,210,118,53,33,74.722222222,30.722222222,16.666666667,0.005,0.0033333333,0.0016666667,27750,0,0,16436,0,0,11654.259259,27897.074074,16242.814815,0,0,,0,0,,Pet Products,Pet Products
4,FBA-3023-0042,368,3,912.63,664.5,313.14,0,0,0,0,0,0,91,64,31,99,72,34,0,0,0,0,0,0,772,479,246,1010,627,320,47,40.6,23.9,11.233333333,0.0146666667,0.0093333333,0.0046666667,7179,0,0,16822,0,0,3984.4333333,10726.166667,6741.7333333,0,0,,0,0,,Pet Products,Pet Products
