sales_month,sku,monthly_units_sum,month,monthly_sales,l15day_sales,l7day_sales,monthly_sales_bb,l15day_sales_bb,l7day_sales_bb,monthly_orders_bb,l15day_orders_bb,l7day_orders_bb,monthly_orders,l15day_orders,l7day_orders,monthly_units_ordered,l15day_units_ordered,l7day_units_ordered,monthly_units_ordered_bb,l15day_units_ordered_bb,l7day_units_ordered_bb,mon_unit_session_per_bb,l15day_unit_session_per_bb,l7day_unit_session_per_bb,mon_sessions,l15day_sessions,l7day_sessions,mon_page_views,l15day_page_views,l7day_page_views,rec_bb_per,monthly_bb_per,l15day_bb_per,l7day_bb_per,monthly_pv_per,l15day_pv_per,l7day_pv_per,rec_rank,rec_merc_listings,rec_fba_listing,old_rank,old_merc_listings,old_fba_listing,avg_rank_l15,avg_rank_monthly,avg_rank_f15,avg_merc_listings_l15,avg_merc_listings_f15,avg_merc_listings_monthly,avg_fbalistings_listings_l15,avg_fbalistings_listings_f15,avg_fbalistings_monthly,category,category_o
5,3150-0012-FTM2,16,4,206.72,206.72,141.97,0,0,0,0,0,0,13,13,8,16,16,11,0,0,0,0,0,0,12,12,5,16,16,7,100,87.5,87.5,50,0,0,0,27951,0,0,0,0,0,35872.272727,35872.272727,0,,0,,,0,,Pet Products,Pet Products
4,B0002XKIXE.missing,81,3,466.91,181.85,78.64,0,0,0,0,0,0,21,10,4,25,10,4,0,0,0,0,0,0,211,102,61,279,138,87,81,92.461538462,34.461538462,21.615384615,0.01,0.0038461538,0.0023076923,19644,0,0,18226,0,0,10214.5,28615.766667,18401.266667,0,0,,0,0,,Pet Products,Pet Products
5,B0002XKIXE.missing,73,4,1367.32,823,361.84,17.23,17.23,17.23,1,1,1,69,45,20,81,49,21,1,1,1,4.35,4.35,4.35,541,354,158,739,499,225,96,88.962962963,47.444444444,23.814814815,0.0111111111,0.007037037,0.002962963,16625,0,0,34759,0,0,6136.3214286,19241.25,13104.928571,0,0,,0,0,,Pet Products,Pet Products
6,B0002XKIXE.missing,62,5,1408.22,995.87,648.28,78.64,78.64,78.64,1,1,1,62,41,27,73,52,33,4,4,4,14.81,14.81,14.81,538,302,162,726,402,213,0,88.92,45.2,23.92,0.0112,0.0064,0.004,8305,0,0,14032,0,0,5333.2,14326.366667,8993.1666667,0,0,,0,0,,Pet Products,Pet Products
7,B0002XKIXE.missing,58,6,1110.55,478.06,197.16,36.73,19.66,19.66,2,1,1,58,24,8,62,26,10,2,1,1,8.72,4.17,4.17,528,200,57,715,271,86,96,67.4,25.15,5.65,0.014,0.0055,0.0025,27100,0,0,14299,0,0,9446.7307692,14470.384615,5023.6538462,0,0,,0,0,,Pet Products,Pet Products
5,B004Y8TZ0U.missing,2,4,163.4,81.7,81.7,0,0,0,0,0,0,4,2,2,4,2,2,0,0,0,0,0,0,5,3,3,7,5,5,0,0,0,0,0,0,0,233967,0,0,161259,0,0,91734.785714,166048.64286,74313.857143,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1094-0001,46,3,486.02,306.96,204.64,0,0,0,0,0,0,31,21,14,38,24,16,0,0,0,0,0,0,145,96,66,194,133,96,60,32.857142857,20.928571429,13.214285714,0.0057142857,0.0042857143,0.0028571429,7412,0,0,15097,0,0,5135.6666667,12127.466667,6991.8,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1094-0001,98,4,588.35,0,0,0,0,0,0,0,0,37,0,0,46,0,0,0,0,0,0,0,0,141,0,0,168,0,0,50,45.25,0,0,0.0058333333,0,0,10985,0,0,10695,0,0,4871.9285714,11405.714286,6533.7857143,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1094-0001,121,5,1299.29,1079.47,691.57,12.93,0,0,1,0,0,76,61,35,98,81,51,1,0,0,6.25,0,0,238,189,87,295,237,114,0,44.2,33.4,12.85,0.007,0.0065,0.003,7630,0,0,10979,0,0,4239.6,10123.666667,5884.0666667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1094-0001,77,6,1673.77,550.62,304.29,85.38,28.98,28.98,2,1,1,92,29,17,121,38,21,6,2,2,38.18,20,20,285,99,65,355,124,80,0,30.904761905,9.0476190476,0,0.0066666667,0.0023809524,0.0014285714,12798,0,0,7227,0,0,9439.8846154,13050.615385,3610.7307692,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1094-0002,81,3,2936.77,1901.09,956.84,0,0,0,0,0,0,168,102,53,233,151,76,0,0,0,0,0,0,518,313,162,690,425,232,64,51.607142857,25.357142857,12.892857143,0.0107142857,0.0060714286,0.0032142857,4537,0,0,4666,0,0,2234.1666667,5675.1,3440.9333333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1094-0002,477,4,1019.79,931.66,868.71,0,0,0,0,0,0,73,67,62,81,74,69,0,0,0,0,0,0,335,222,152,460,299,215,74,22.875,22.875,22.5625,0.011875,0.0075,0.005,4032,0,0,4425,0,0,2177.3571429,4771.2142857,2593.8571429,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1094-0002,182,5,6005.43,2215.84,415.47,0,0,0,0,0,0,339,111,17,477,176,33,0,0,0,0,0,0,596,241,58,780,318,75,35,81.703703704,26.407407407,5.1111111111,0.0122222222,0.0051851852,0.0014814815,9491,0,0,4304,0,0,2448.6,4932.1,2483.5,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1094-0002,146,6,2291.38,1422.67,50.36,0,0,0,0,0,0,134,87,4,182,113,4,0,0,0,0,0,0,399,216,54,543,285,69,0,40.578947368,21.315789474,0,0.0115789474,0.0068421053,0.0015789474,4251,0,0,16103,0,0,2230.3461538,5601.5769231,3371.2307692,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1094-0004,132,3,2654.67,1560.83,749.69,0,0,0,0,0,0,160,97,45,216,127,61,0,0,0,0,0,0,528,312,170,656,399,214,55,51.896551724,28.413793103,13,0.0096551724,0.0055172414,0.0027586207,4708,0,0,5735,0,0,2593.1666667,6359.0333333,3765.8666667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1094-0004,6,4,1622.29,454.73,36.87,0,0,0,0,0,0,104,25,2,132,37,3,0,0,0,0,0,0,381,107,12,462,131,15,27,46.869565217,14.52173913,1.1739130435,0.0086956522,0.0026086957,0,6131,0,0,7299,0,0,3114.2857143,6262.2142857,3147.9285714,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1094-0004,103,5,77.52,38.27,0,0,0,0,0,0,0,5,3,0,6,3,0,0,0,0,0,0,0,55,30,0,75,38,0,7,15.25,4,0,0.0075,0.005,0,6855,0,0,6697,0,0,2977.6,7432.5,4454.9,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1094-0004,421,6,1342.23,1324.83,1180.54,0,0,0,0,0,0,83,82,74,103,102,91,0,0,0,0,0,0,127,118,93,158,148,118,100,84.6,80.6,67.9,0.007,0.007,0.005,6234,0,0,5815,0,0,4949.7692308,9893.9615385,4944.1923077,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1094-0005,139,3,1087.37,468.01,101.43,0,0,0,0,0,0,57,27,7,86,37,8,0,0,0,0,0,0,212,118,25,267,152,38,67,55.2,16.52,4.08,0.0032,0.0024,0.0008,7778,0,0,11290,0,0,5241.7666667,13359.933333,8118.1666667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1094-0005,163,4,1760.7,581.46,202.24,0,0,0,0,0,0,105,37,11,139,46,16,0,0,0,0,0,0,304,134,56,382,167,72,60,57.111111111,23.777777778,9.7777777778,0.007037037,0.0025925926,0.0011111111,10134,0,0,8640,0,0,4763.1785714,9706.9642857,4943.7857143,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1094-0005,176,5,2062.05,1023.84,594.08,12.64,0,0,1,0,0,129,63,39,163,81,47,1,0,0,9.09,0,0,383,201,105,501,272,128,0,45.966666667,20.5,10.7,0.0063333333,0.004,0.002,5240,0,0,15193,0,0,3309,8699.7666667,5390.7666667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1094-0005,96,6,2253.31,874.33,514.43,12.64,0,0,1,0,0,130,47,23,176,67,39,1,0,0,5.26,0,0,423,172,79,562,228,106,0,34.655172414,7.3103448276,0,0.0086206897,0.004137931,0.0017241379,12015,0,0,5340,0,0,5730.2307692,9011.6153846,3281.3846154,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1094-0008,21,3,109.25,30.8,30.8,0,0,0,0,0,0,11,3,3,14,4,4,0,0,0,0,0,0,36,16,16,44,20,20,18,36.555555556,3.2222222222,3.2222222222,0,0,0,26588,0,0,41659,0,0,29291.866667,57488.066667,28196.2,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1094-0009,65,3,542.22,322.75,258.2,0,0,0,0,0,0,38,23,18,42,25,20,0,0,0,0,0,0,160,103,72,200,129,87,70,35,15.315789474,12.947368421,0.0036842105,0.0036842105,0.0026315789,7053,0,0,14848,0,0,6476.1,18237.2,11761.1,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1094-0009,108,4,839.15,258.2,12.91,25.82,12.91,0,2,1,0,56,15,1,65,20,1,2,1,0,15.87,4.76,0,257,101,9,312,128,11,0,37.043478261,10.391304348,0,0.0060869565,0.002173913,0.0004347826,21114,0,0,8298,0,0,5670.2857143,11545.25,5874.9642857,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1094-0009,216,5,1395.35,323.03,0,0,0,0,0,0,0,89,21,0,108,25,0,0,0,0,0,0,0,290,84,0,375,117,0,23,47.227272727,10.181818182,0,0.0086363636,0.0022727273,0,10486,0,0,12579,0,0,3892.5666667,9125.9666667,5233.4,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1094-0009,185,6,2914.08,1414.65,605.01,13.69,0,0,1,0,0,164,81,33,216,105,43,1,0,0,6.67,0,0,325,140,54,431,187,75,85,71.384615385,36.5,14.807692308,0.0076923077,0.0034615385,0.0011538462,19485,0,0,11955,0,0,4997.5769231,9438.0384615,4440.4615385,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1094-0011,9,3,706.68,203.85,95.13,0,0,0,0,0,0,49,15,7,52,15,7,0,0,0,0,0,0,120,29,14,146,35,18,100,87.272727273,28.181818182,18.181818182,0.0013636364,0,0,21924,0,0,73009,0,0,18607.966667,35585.866667,16977.9,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1094-0011,22,4,121.91,53.96,53.96,0,0,0,0,0,0,6,1,1,9,4,4,0,0,0,0,0,0,5,2,2,7,3,3,100,50,16.666666667,16.666666667,0,0,0,102160,0,0,22464,0,0,31602.714286,64747.678571,33144.964286,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1094-0011,24,5,296.78,161.88,80.94,0,0,0,0,0,0,18,11,5,22,12,6,0,0,0,0,0,0,32,21,6,34,23,6,100,92.857142857,57.142857143,21.428571429,0,0,0,35869,0,0,56974,0,0,24204.533333,63553.9,39349.366667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1094-0011,35,6,323.76,134.9,53.96,0,0,0,0,0,0,16,6,3,24,10,4,0,0,0,0,0,0,28,9,6,40,11,7,100,83.333333333,25,16.666666667,0,0,0,94752,0,0,65617,0,0,37698.076923,64977.884615,27279.807692,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1094-0012,31,3,216.1,151.27,64.83,21.61,21.61,0,1,1,0,10,7,3,10,7,3,1,1,0,50,50,0,22,19,8,29,26,13,50,64.714285714,43.285714286,11.857142857,0,0,0,64078,0,0,41716,0,0,17496.233333,38022.5,20526.266667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1094-0012,25,4,675.75,283.01,174.16,21.77,21.77,0,1,1,0,27,11,7,31,13,8,1,1,0,25,25,0,62,27,18,87,35,24,25,63.9375,25.3125,11.25,0,0,0,28487,0,0,51082,0,0,19489,40581.035714,21092.035714,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1094-0012,50,5,544.25,348.32,130.62,0,0,0,0,0,0,21,12,5,25,16,6,0,0,0,0,0,0,49,27,10,63,36,12,0,67.941176471,34.823529412,14.705882353,0,0,0,24771,0,0,36091,0,0,13395.133333,36799.766667,23404.633333,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1094-0012,59,6,1088.5,566.02,130.62,108.85,108.85,0,1,1,0,34,17,6,50,26,6,5,5,0,100,100,0,84,51,25,118,74,44,18,51.15,27.45,13.2,0.0005,0.0005,0.0005,30269,0,0,16263,0,0,16330.230769,29099.923077,12769.692308,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1094-0013,33,3,2553.77,1100.37,383.85,0,0,0,0,0,0,96,42,15,101,43,15,0,0,0,0,0,0,184,88,33,234,111,42,100,100,46.666666667,20,0.0003333333,0.0003333333,0,19850,0,0,17295,0,0,9168.6333333,18771.3,9602.6666667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1094-0013,82,4,844.47,0,0,25.59,0,0,1,0,0,28,0,0,33,0,0,1,0,0,33.33,0,0,38,0,0,51,0,0,100,100,0,0,0,0,0,69016,0,0,38694,0,0,37344.75,55206.428571,17861.678571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1094-0013,16,5,2098.38,1253.91,742.11,0,0,0,0,0,0,67,37,21,82,49,29,0,0,0,0,0,0,92,46,22,111,53,24,0,95.384615385,49.230769231,22.307692308,0,0,0,18033,0,0,92655,0,0,12594.6,39824,27229.4,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1094-0013,67,6,409.44,358.26,358.26,0,0,0,0,0,0,14,12,12,16,14,14,0,0,0,0,0,0,11,10,10,12,11,11,100,83.333333333,66.666666667,66.666666667,0,0,0,26425,0,0,20345,0,0,46980.807692,83234.692308,36253.884615,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1094-0014,1,3,417.78,278.52,92.84,0,0,0,0,0,0,18,12,4,18,12,4,0,0,0,0,0,0,41,23,9,56,31,11,67,72.384615385,49.769230769,17.230769231,0,0,0,26052,0,0,70854,0,0,14745.566667,54301.433333,39555.866667,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1094-0015,41,5,647.9,375.1,204.6,0,0,0,0,0,0,18,10,5,19,11,6,0,0,0,0,0,0,28,20,10,34,24,13,100,92.857142857,57.142857143,28.571428571,0,0,0,41577,0,0,111871,0,0,23103.966667,64428.133333,41324.166667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1094-0015,25,6,1045.75,151.76,0,0,0,0,0,0,0,33,5,0,41,6,0,0,0,0,0,0,0,65,20,0,75,21,0,0,69.722222222,4.6666666667,0,0,0,0,30090,0,0,65825,0,0,21257.192308,39564.884615,18307.692308,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1094-0016,27,3,1570.68,675,262.5,0,0,0,0,0,0,39,17,7,50,18,7,0,0,0,0,0,0,78,35,17,97,45,22,100,100,44.444444444,22.222222222,0.0005555556,0,0,20014,0,0,39112,0,0,22647.9,42826.366667,20178.466667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1094-0016,24,4,1012.5,600,337.5,37.5,0,0,1,0,0,25,14,8,27,16,9,1,0,0,20,0,0,50,28,16,58,34,18,100,100,52.941176471,29.411764706,0,0,0,58072,0,0,35365,0,0,22382.178571,48131.785714,25749.607143,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1094-0016,51,5,900,600,487.5,0,0,0,0,0,0,22,14,12,24,16,13,0,0,0,0,0,0,29,14,12,36,19,17,0,71.428571429,35.714285714,28.571428571,0,0,0,34738,0,0,32466,0,0,27446.466667,59911.233333,32464.766667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1094-0016,62,6,1383.04,519.8,363.86,37.5,0,0,1,0,0,35,16,11,51,20,14,1,0,0,50,0,0,52,26,16,67,31,21,100,97.916666667,58.333333333,33.333333333,0.0008333333,0,0,20892,0,0,38027,0,0,40791.153846,72038.538462,31247.384615,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1095-0001,20,3,133.56,55.65,33.6,0,0,0,0,0,0,20,10,6,24,10,6,0,0,0,0,0,0,113,62,39,133,68,39,100,96.125,46.875,31.25,0.000625,0.000625,0,16994,0,0,35768,0,0,15398.8,36907.866667,21509.066667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1095-0001,12,4,110.55,49.82,38.88,0,0,0,0,0,0,18,9,7,20,9,7,0,0,0,0,0,0,68,39,25,90,55,31,100,80.727272727,54.545454545,45.454545455,0.0018181818,0.0009090909,0,20937,0,0,21430,0,0,12949.535714,30989,18039.464286,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1095-0001,7,5,69,35.04,29.22,0,0,0,0,0,0,12,6,5,12,6,5,0,0,0,0,0,0,46,16,12,57,21,15,100,98.8,50,40,0,0,0,65929,0,0,37931,0,0,21607.8,42641.133333,21033.333333,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1095-0001,22,6,41.33,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,20,0,0,24,0,0,100,95,0,0,0,0,0,39082,0,0,75206,0,0,21353.576923,39191.576923,17838,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1095-0006,25,4,33.56,33.56,8.39,0,0,0,0,0,0,3,3,1,4,4,1,0,0,0,0,0,0,7,7,4,7,7,4,100,100,100,33.333333333,0,0,0,124964,0,0,70762,0,0,50286.142857,102722.5,52436.357143,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1095-0006,24,5,209.75,92.29,58.73,0,0,0,0,0,0,20,9,5,25,11,7,0,0,0,0,0,0,59,27,14,65,27,14,0,93.75,43.75,18.75,0.000625,0,0,48482,0,0,81955,0,0,24262.366667,67543.866667,43281.5,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1095-0006,8,6,201.36,100.68,16.78,0,0,0,0,0,0,18,12,2,24,12,2,0,0,0,0,0,0,36,22,4,40,26,6,100,91.428571429,55.714285714,14.285714286,0,0,0,73350,0,0,45829,0,0,32682.384615,69353,36670.615385,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1095-0011,40,3,305.64,118.86,50.94,0,0,0,0,0,0,24,7,2,36,14,6,0,0,0,0,0,0,111,44,12,133,51,12,100,100,36.842105263,10.526315789,0,0,0,22626,0,0,54869,0,0,17048.733333,36144.766667,19096.033333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1095-0011,22,4,339.6,203.76,33.96,0,0,0,0,0,0,32,17,4,40,24,4,0,0,0,0,0,0,138,64,11,167,82,11,100,100,47.619047619,14.285714286,0.000952381,0.0004761905,0,36742,0,0,26937,0,0,12076.535714,28691.964286,16615.428571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1095-0011,18,5,186.78,127.35,59.43,0,0,0,0,0,0,19,13,6,22,15,7,0,0,0,0,0,0,110,72,29,127,84,34,100,100,62.5,31.25,0.001875,0.00125,0,35607,0,0,39889,0,0,16595.1,41583.066667,24987.966667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1095-0011,20,6,152.82,84.9,8.49,0,0,0,0,0,0,16,8,1,18,10,1,0,0,0,0,0,0,60,27,5,67,30,5,100,100,50,8.3333333333,0,0,0,49869,0,0,56602,0,0,21177.307692,44582.269231,23404.961538,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1095-0015,18,3,1261.22,437.63,238.69,0,0,0,0,0,0,32,11,6,32,11,6,0,0,0,0,0,0,92,34,13,125,44,17,100,98.166666667,42.611111111,22.222222222,0.0016666667,0.0005555556,0,40555,0,0,53835,0,0,24287.966667,47904.266667,23616.3,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1095-0015,24,4,704.53,273.73,0,0,0,0,0,0,0,18,7,0,18,7,0,0,0,0,0,0,0,48,24,0,65,37,0,100,100,50,0,0.0008333333,0.0008333333,0,79958,0,0,16522,0,0,24576.678571,48739.464286,24162.785714,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1095-0015,9,5,949.63,318.25,159.12,0,0,0,0,0,0,22,7,4,24,8,4,0,0,0,0,0,0,81,21,12,94,24,14,0,87.5,26.388888889,11.111111111,0,0,0,83661,0,0,94363,0,0,22973.933333,49651.633333,26677.7,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1095-0018,43,5,357,185.95,22.29,0,0,0,0,0,0,38,20,3,48,25,3,0,0,0,0,0,0,154,81,20,190,105,26,100,89.105263158,49.105263158,15.368421053,0.0026315789,0.0021052632,0.0005263158,25794,0,0,22213,0,0,12290.766667,28935.566667,16644.8,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1095-0018,47,6,322.62,128.29,22.64,0,0,0,0,0,0,39,16,3,43,17,3,0,0,0,0,0,0,126,54,12,149,63,14,0,74.9375,31.75,6.25,0.00125,0.000625,0,49015,0,0,25436,0,0,15850.423077,26994.384615,11143.961538,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1115-0001,47,3,199.81,199.81,55.12,0,0,0,0,0,0,15,15,6,29,29,8,0,0,0,0,0,0,73,73,31,95,95,41,12,30.727272727,30.727272727,12,0.0009090909,0.0009090909,0.0009090909,14447,0,0,13786,0,0,7986.9,17231.2,9244.3,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1115-0001,16,4,323.83,241.15,89.57,0,0,0,0,0,0,27,19,11,47,35,13,0,0,0,0,0,0,127,76,47,153,89,54,15,25.05,10.6,6.85,0.001,0,0,14299,0,0,13925,0,0,9375.8214286,20492.5,11116.678571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1115-0001,12,5,110.24,34.45,0,0,0,0,0,0,0,12,3,0,16,5,0,0,0,0,0,0,0,67,28,0,119,60,0,33,22.3,8,0,0.003,0.002,0,22848,0,0,13432,0,0,7364.8,18361.133333,10996.333333,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1115-0001,83,6,82.68,82.68,82.68,0,0,0,0,0,0,6,6,6,12,12,12,0,0,0,0,0,0,27,27,27,30,30,30,43,38,38,38,0.0033333333,0.0033333333,0.0033333333,17613,0,0,18132,0,0,9046.3076923,20202.038462,11155.730769,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1115-0003,18,3,174.15,45.15,12.9,0,0,0,0,0,0,17,6,2,27,7,2,0,0,0,0,0,0,103,39,9,128,49,11,14,36.230769231,16.153846154,4.9230769231,0.0023076923,0.0015384615,0,29428,0,0,26738,0,0,13247.866667,25917.4,12669.533333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1115-0003,1,4,116.1,45.15,38.7,0,0,0,0,0,0,8,3,2,18,7,6,0,0,0,0,0,0,36,12,5,42,14,6,17,27.333333333,11.166666667,2.8333333333,0,0,0,27835,0,0,26048,0,0,14458.678571,28753.928571,14295.25,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1115-0003,1,5,6.45,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,50,50,0,0,0,0,0,25808,0,0,14174,0,0,15159.5,34808.133333,19648.633333,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1115-0003,40,6,5.55,5.55,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,3,0,8,8,0,0,0,0,0,0,0,0,14748,0,0,45465,0,0,16885.961538,30828.5,13942.538462,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1115-0012,2,3,69.84,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,53,0,0,78,0,0,14,12.5,0,0,0.015,0,0,5850,0,0,4940,0,0,2823.3,5653.0333333,2829.7333333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1115-0012,26,4,23.05,11.41,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,43,13,0,61,17,0,0,0,0,0,0.015,0.005,0,5793,0,0,6889,0,0,2680.8928571,5610.0357143,2929.1428571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1115-0012,2,5,296.66,296.66,34.23,0,0,0,0,0,0,11,11,1,26,26,3,0,0,0,0,0,0,106,106,18,150,150,27,0,23.8,23.8,0,0.01,0.01,0.002,6652,0,0,6020,0,0,2860.8,6438.4666667,3577.6666667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1115-0012,44,6,22.82,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,19,0,0,26,0,0,0,0,0,0,0.01,0,0,6612,0,0,5656,0,0,3638.8461538,6672.8461538,3034,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1115-0016,94,3,740.47,293.67,119.44,0,0,0,0,0,0,76,30,10,98,38,16,0,0,0,0,0,0,178,79,33,220,98,37,60,75.444444444,31.62962963,13.444444444,0.0007407407,0.0003703704,0,17992,0,0,16012,0,0,9071.3666667,18098.233333,9026.8666667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1115-0016,68,4,691.58,325.07,171.14,29.32,29.32,14.66,3,3,1,62,32,17,94,44,23,4,4,2,70.96,70.96,40,160,88,41,204,107,54,100,68.464285714,40.75,20.75,0.0010714286,0.0003571429,0.0003571429,16320,0,0,11544,0,0,8659.6785714,18454.678571,9795,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1115-0016,116,5,512.47,104,7.42,0,0,0,0,0,0,46,13,1,68,14,1,0,0,0,0,0,0,107,39,4,140,55,6,0,74.590909091,12.090909091,0,0,0,0,25094,0,0,28507,0,0,10549.666667,25798.4,15248.733333,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1115-0016,70,6,873.51,551.23,226.76,0,0,0,0,0,0,74,45,21,116,73,30,0,0,0,0,0,0,166,112,53,217,140,63,100,86.5,61.25,28.333333333,0.0025,0.0016666667,0.0008333333,23996,0,0,16743,0,0,10578.038462,18797.461538,8219.4230769,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1115-0018-FTM2,7,3,12.5,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,50,0,0,0,0,0,187229,0,0,167591,0,0,68423.666667,157683.5,89259.833333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1115-0018-FTM2,3,4,43.75,6.25,0,0,0,0,0,0,0,7,1,0,7,1,0,0,0,0,0,0,0,7,1,0,10,2,0,100,57.142857143,14.285714286,0,0,0,0,158559,0,0,189919,0,0,57441.357143,105747.67857,48306.321429,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1115-0018-FTM2,14,5,18.75,6.25,0,0,0,0,0,0,0,3,1,0,3,1,0,0,0,0,0,0,0,3,0,0,4,0,0,0,66.666666667,0,0,0,0,0,156588,0,0,165238,0,0,60303.733333,130365.6,70061.866667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1115-0018-FTM2,10,6,93.31,42.48,14.16,0,0,0,0,0,0,9,6,2,14,6,2,0,0,0,0,0,0,7,5,2,9,6,2,100,75,50,25,0,0,0,83277,0,0,164304,0,0,45814.230769,104296,58481.769231,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1115-0022-FTM2,6,3,25.88,12.94,0,0,0,0,0,0,0,4,2,0,4,2,0,0,0,0,0,0,0,6,2,0,6,2,0,100,62.5,50,0,0,0,0,161269,0,0,222567,0,0,56730.133333,128356.3,71626.166667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1115-0022-FTM2,8,4,50.4,16.8,0,0,0,0,0,0,0,6,2,0,6,2,0,0,0,0,0,0,0,5,1,0,6,1,0,100,100,25,0,0,0,0,153913,0,0,48416,0,0,51009.607143,98522.035714,47512.428571,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1115-0023,45,3,598.15,222.17,85.45,0,0,0,0,0,0,30,13,5,35,13,5,0,0,0,0,0,0,189,84,31,264,106,39,14,26.3,11,3.95,0.0055,0.002,0.0005,22139,0,0,17191,0,0,7426.7333333,17060.133333,9633.4,0,0,,0,0,,Pet Products,Pet Products
